CROPS,SOIL,SEASON,TEMP,HUMIDITY
Wheat,Well-drained soil,Winter,21.3,50.1
Wheat,Well-drained soil,Winter,21.5,54.4
Wheat,Well-drained soil,Winter,21.8,55.7
Wheat,Well-drained soil,Winter,21.4,58.2
Wheat,Well-drained soil,Winter,23.7,52.1
Wheat,Well-drained soil,Winter,22,55.2
Wheat,Well-drained soil,Winter,21.8,59.9
Wheat,Well-drained soil,Winter,23.2,58.2
Wheat,Well-drained soil,Winter,22.6,50.6
Wheat,Well-drained soil,Winter,22.9,54.2
Wheat,Well-drained soil,Winter,21.7,55
Wheat,Well-drained soil,Winter,23.7,54.4
Wheat,Well-drained soil,Winter,22.3,52.5
Wheat,Well-drained soil,Winter,22.9,52.5
Wheat,Well-drained soil,Winter,22.7,53.3
Wheat,Well-drained soil,Winter,22.5,59.7
Wheat,Well-drained soil,Winter,22.6,54.3
Wheat,Well-drained soil,Winter,23.5,58.9
Wheat,Well-drained soil,Winter,23.4,59.4
Wheat,Well-drained soil,Winter,24,56.1
Wheat,Well-drained soil,Winter,23.7,59.2
Wheat,Well-drained soil,Winter,22.7,52.2
Wheat,Well-drained soil,Winter,21.6,58.1
Wheat,Well-drained soil,Winter,23.6,59
Wheat,Well-drained soil,Winter,21.7,59.5
Wheat,Well-drained soil,Winter,22.7,56.4
Wheat,Well-drained soil,Winter,22.6,58.4
Wheat,Well-drained soil,Winter,21.4,56.5
Wheat,Well-drained soil,Winter,22.5,52
Wheat,Well-drained soil,Winter,21.9,56.4
Wheat,Well-drained soil,Winter,22.1,53
Wheat,Well-drained soil,Winter,21.2,54.9
Wheat,Well-drained soil,Winter,21.5,54.3
Wheat,Well-drained soil,Winter,23.9,53.3
Wheat,Well-drained soil,Winter,21.5,57.1
Wheat,Well-drained soil,Winter,21.2,56
Wheat,Well-drained soil,Winter,21.2,59.3
Wheat,Well-drained soil,Winter,21,50.7
Wheat,Well-drained soil,Winter,21.9,54.4
Wheat,Well-drained soil,Winter,21,57.3
Wheat,Well-drained soil,Winter,24,55.7
Wheat,Well-drained soil,Winter,22.6,51.3
Wheat,Well-drained soil,Winter,23.3,52.9
Wheat,Well-drained soil,Winter,21.5,51.1
Wheat,Well-drained soil,Winter,21,51.4
Wheat,Well-drained soil,Winter,22.8,56.7
Wheat,Well-drained soil,Winter,23.7,55
Wheat,Well-drained soil,Winter,21.9,54.5
Wheat,Well-drained soil,Winter,21.6,53.4
Wheat,Well-drained soil,Winter,23.9,50.5
Wheat,Well-drained soil,Winter,23.9,57.7
Wheat,Well-drained soil,Winter,23.2,56.7
Wheat,Well-drained soil,Winter,21.5,52.6
Wheat,Well-drained soil,Winter,21.8,52.3
Wheat,Well-drained soil,Winter,23.4,53
Wheat,Well-drained soil,Winter,22.9,53.5
Wheat,Well-drained soil,Winter,21.4,55.7
Wheat,Well-drained soil,Winter,23.9,50.8
Wheat,Well-drained soil,Winter,21.7,51.4
Wheat,Well-drained soil,Winter,21.7,52.9
Wheat,Well-drained soil,Winter,21.9,52.5
Wheat,Well-drained soil,Winter,22,51.3
Wheat,Well-drained soil,Winter,21.9,56.6
Wheat,Well-drained soil,Winter,22.5,58.7
Wheat,Well-drained soil,Winter,23.5,55.9
Wheat,Well-drained soil,Winter,21.9,56
Wheat,Well-drained soil,Winter,23.9,50.3
Wheat,Well-drained soil,Winter,22.8,51.1
Wheat,Well-drained soil,Winter,23.5,57.4
Wheat,Well-drained soil,Winter,22.3,52.5
Wheat,Well-drained soil,Winter,23,50.4
Wheat,Well-drained soil,Winter,23.8,51.8
Wheat,Well-drained soil,Winter,22.5,50.7
Wheat,Well-drained soil,Winter,22.7,50.8
Wheat,Well-drained soil,Winter,23.7,50.2
Wheat,Well-drained soil,Winter,22.3,51.6
Wheat,Well-drained soil,Winter,23.2,59.4
Wheat,Well-drained soil,Winter,21.1,51.4
Wheat,Well-drained soil,Winter,21,58.9
Wheat,Well-drained soil,Winter,21.7,58
Wheat,Well-drained soil,Winter,21.4,56.7
Wheat,Well-drained soil,Winter,22.9,50.5
Wheat,Well-drained soil,Winter,21.3,56.9
Wheat,Well-drained soil,Winter,22.5,57.6
Wheat,Well-drained soil,Winter,21.2,51.2
Wheat,Well-drained soil,Winter,23,58.1
Wheat,Well-drained soil,Winter,21.2,55.5
Wheat,Well-drained soil,Winter,22.6,51.8
Wheat,Well-drained soil,Winter,21.8,56.5
Wheat,Well-drained soil,Winter,22.6,57
Wheat,Well-drained soil,Winter,22.7,51.6
Wheat,Well-drained soil,Winter,22.2,54.2
Wheat,Well-drained soil,Winter,23.3,50.5
Wheat,Well-drained soil,Winter,22.1,53
Wheat,Well-drained soil,Winter,22.3,55.2
Wheat,Well-drained soil,Winter,22.1,57.9
Wheat,Well-drained soil,Winter,21.9,56.9
Wheat,Well-drained soil,Winter,24,58
Wheat,Well-drained soil,Winter,21.5,51.8
Wheat,Well-drained soil,Winter,21.9,55.2
Wheat,Well-drained soil,Winter,21.2,53.9
Wheat,Well-drained soil,Winter,23.3,57.9
Wheat,Well-drained soil,Winter,22.2,59.6
Wheat,Well-drained soil,Winter,23.7,58.4
Wheat,Well-drained soil,Winter,21.1,57.3
Wheat,Well-drained soil,Winter,22.7,57
Wheat,Well-drained soil,Winter,22,56.5
Wheat,Well-drained soil,Winter,22.7,51.7
Wheat,Well-drained soil,Winter,21.9,56.8
Wheat,Well-drained soil,Winter,21.9,55.7
Wheat,Well-drained soil,Winter,21.5,55.2
Wheat,Well-drained soil,Winter,22.2,57.9
Wheat,Well-drained soil,Winter,23.7,55.9
Wheat,Well-drained soil,Winter,23.9,54.6
Wheat,Well-drained soil,Winter,22.8,51.9
Wheat,Well-drained soil,Winter,21.2,51.6
Wheat,Well-drained soil,Winter,21.3,54.2
Wheat,Well-drained soil,Winter,23.7,55.1
Wheat,Well-drained soil,Winter,23.1,59.4
Wheat,Well-drained soil,Winter,22.8,54.7
Wheat,Well-drained soil,Winter,23.9,54.2
Wheat,Well-drained soil,Winter,22,58.1
Wheat,Well-drained soil,Winter,23.8,59.3
Wheat,Well-drained soil,Winter,22.8,59.1
Wheat,Well-drained soil,Winter,22.9,50.8
Wheat,Well-drained soil,Winter,22.6,51.3
Wheat,Well-drained soil,Winter,21.6,51.8
Wheat,Well-drained soil,Winter,21.9,53.9
Wheat,Well-drained soil,Winter,23.5,55.4
Wheat,Well-drained soil,Winter,23.7,56.1
Wheat,Well-drained soil,Winter,21.4,57.7
Wheat,Well-drained soil,Winter,22.1,56
Wheat,Well-drained soil,Winter,22.6,54.7
Wheat,Well-drained soil,Winter,21.9,50.3
Wheat,Well-drained soil,Winter,23.7,53.3
Wheat,Well-drained soil,Winter,21,51.7
Wheat,Well-drained soil,Winter,23.1,51
Wheat,Well-drained soil,Winter,22.4,52.9
Wheat,Well-drained soil,Winter,21.1,52.9
Wheat,Well-drained soil,Winter,21,53.6
Wheat,Well-drained soil,Winter,22.8,56.1
Wheat,Well-drained soil,Winter,23.8,57.8
Wheat,Well-drained soil,Winter,21.6,54.1
Wheat,Well-drained soil,Winter,21.3,58.4
Wheat,Well-drained soil,Winter,22.2,56.3
Wheat,Well-drained soil,Winter,22.8,53
Wheat,Well-drained soil,Winter,21.6,51.9
Wheat,Well-drained soil,Winter,21.7,54.6
Wheat,Well-drained soil,Winter,21.4,59
Wheat,Well-drained soil,Winter,22.2,53.3
Wheat,Well-drained soil,Winter,21.8,57.4
Wheat,Well-drained soil,Winter,21.6,51.4
Wheat,Well-drained soil,Winter,22.7,57.2
Wheat,Well-drained soil,Winter,23,50.9
Wheat,Well-drained soil,Winter,23.2,56.7
Wheat,Well-drained soil,Winter,23,51.1
Wheat,Well-drained soil,Winter,21.5,57.5
Wheat,Well-drained soil,Winter,23.2,52.1
Wheat,Well-drained soil,Winter,21.1,51.2
Wheat,Well-drained soil,Winter,23.7,51.3
Wheat,Well-drained soil,Winter,23.4,57.6
Wheat,Well-drained soil,Winter,24,57.2
Wheat,Well-drained soil,Winter,21.5,53.6
Wheat,Well-drained soil,Winter,23,55.6
Wheat,Well-drained soil,Winter,22.4,52.1
Wheat,Well-drained soil,Winter,21.4,57.5
Wheat,Well-drained soil,Winter,21.4,58.6
Wheat,Well-drained soil,Winter,22.9,54
Wheat,Well-drained soil,Winter,21,53
Wheat,Well-drained soil,Winter,23.5,58.8
Wheat,Well-drained soil,Winter,21.8,55.9
Wheat,Well-drained soil,Winter,23.4,51.4
Wheat,Well-drained soil,Winter,22.3,56
Wheat,Well-drained soil,Winter,21.2,52.3
Wheat,Well-drained soil,Winter,22.7,58.8
Wheat,Well-drained soil,Winter,22.7,55
Wheat,Well-drained soil,Winter,23.6,59.4
Wheat,Well-drained soil,Winter,23.6,56
Wheat,Well-drained soil,Winter,21.9,58.4
Wheat,Well-drained soil,Winter,22.3,51.6
Wheat,Well-drained soil,Winter,23.7,51.9
Wheat,Well-drained soil,Winter,23,54.4
Wheat,Well-drained soil,Winter,23.7,51.1
Wheat,Well-drained soil,Winter,23.1,54.9
Wheat,Well-drained soil,Winter,23.6,52.2
Wheat,Well-drained soil,Winter,21.8,51.7
Wheat,Well-drained soil,Winter,21.1,51.8
Wheat,Well-drained soil,Winter,23.5,59.6
Wheat,Well-drained soil,Winter,22.8,58
Wheat,Well-drained soil,Winter,22.6,59.5
Wheat,Well-drained soil,Winter,21.5,50.4
Wheat,Well-drained soil,Winter,22.1,59.4
Wheat,Well-drained soil,Winter,23.6,50.6
Wheat,Well-drained soil,Winter,22.8,52.4
Wheat,Well-drained soil,Winter,23.1,55.2
Wheat,Well-drained soil,Winter,23,59
Wheat,Well-drained soil,Winter,23.4,58
Wheat,Well-drained soil,Winter,23.5,53.7
Wheat,Well-drained soil,Winter,22.1,56
Wheat,Well-drained soil,Winter,22,51.9
Wheat,Well-drained soil,Winter,22.7,53.9
Wheat,Well-drained soil,Winter,23.4,57.5
Wheat,Well-drained soil,Winter,23.4,52.3
Wheat,Well-drained soil,Winter,22.1,50.8
Wheat,Well-drained soil,Winter,23.8,50.1
Wheat,Well-drained soil,Winter,23,59.2
Wheat,Well-drained soil,Winter,22.5,53.9
Wheat,Well-drained soil,Winter,22.8,52.5
Wheat,Well-drained soil,Winter,22.8,58.4
Wheat,Well-drained soil,Winter,22.4,57.1
Wheat,Well-drained soil,Winter,22.7,57.2
Wheat,Well-drained soil,Winter,23.3,50.1
Wheat,Well-drained soil,Winter,22.2,52.7
Wheat,Well-drained soil,Winter,23,53
Wheat,Well-drained soil,Winter,21.4,50.9
Wheat,Well-drained soil,Winter,21.9,59.2
Wheat,Well-drained soil,Winter,22.4,56.4
Wheat,Well-drained soil,Winter,21.6,51.9
Wheat,Well-drained soil,Winter,21.6,55.4
Wheat,Well-drained soil,Winter,21.7,53.1
Wheat,Well-drained soil,Winter,21.4,58.9
Wheat,Well-drained soil,Winter,21.9,57.6
Wheat,Well-drained soil,Winter,21.7,51.9
Wheat,Well-drained soil,Winter,23.2,52.5
Wheat,Well-drained soil,Winter,22.7,57.6
Wheat,Well-drained soil,Winter,22.6,50.1
Wheat,Well-drained soil,Winter,23.3,52.1
Wheat,Well-drained soil,Winter,22.3,53.8
Wheat,Well-drained soil,Winter,22.8,58.2
Wheat,Well-drained soil,Winter,21.1,55.9
Wheat,Well-drained soil,Winter,21.2,55.9
Wheat,Well-drained soil,Winter,21.2,57.1
Wheat,Well-drained soil,Winter,21.1,51.6
Wheat,Well-drained soil,Winter,21.2,55.8
Wheat,Well-drained soil,Winter,23.6,51.8
Wheat,Well-drained soil,Winter,24,52
Wheat,Well-drained soil,Winter,23.4,56.3
Wheat,Well-drained soil,Winter,22.4,56.4
Wheat,Well-drained soil,Winter,21,58.4
Wheat,Well-drained soil,Winter,21.1,55.4
Wheat,Well-drained soil,Winter,23.9,54.4
Wheat,Well-drained soil,Winter,22.6,51.1
Wheat,Well-drained soil,Winter,22.1,58.7
Wheat,Well-drained soil,Winter,24,51.1
Wheat,Well-drained soil,Winter,21.9,59.8
Wheat,Well-drained soil,Winter,23.4,54.4
Wheat,Well-drained soil,Winter,21.4,54.7
Wheat,Well-drained soil,Winter,22.9,53.7
Wheat,Well-drained soil,Winter,23.4,54
Wheat,Well-drained soil,Winter,23.7,54.6
Wheat,Well-drained soil,Winter,23.4,54.9
Wheat,Well-drained soil,Winter,23.6,58.8
Wheat,Well-drained soil,Winter,23.6,56.6
Wheat,Well-drained soil,Winter,22.9,54
Wheat,Well-drained soil,Winter,21.8,59.3
Wheat,Well-drained soil,Winter,23.4,58
Wheat,Well-drained soil,Winter,23.3,53.9
Wheat,Well-drained soil,Winter,21,54.8
Wheat,Well-drained soil,Winter,22.9,57.1
Wheat,Well-drained soil,Winter,22.6,50.1
Wheat,Well-drained soil,Winter,23.3,51.6
Wheat,Well-drained soil,Winter,23.1,56
Wheat,Well-drained soil,Winter,22,59.2
Wheat,Well-drained soil,Winter,23.4,56.1
Wheat,Well-drained soil,Winter,21.5,52.2
Wheat,Well-drained soil,Winter,21.7,55.3
Wheat,Well-drained soil,Winter,22.3,59.7
Wheat,Well-drained soil,Winter,22.4,59.6
Wheat,Well-drained soil,Winter,21.5,51.5
Wheat,Well-drained soil,Winter,21.5,55.6
Wheat,Well-drained soil,Winter,21.3,52.5
Wheat,Well-drained soil,Winter,22.7,55.1
Wheat,Well-drained soil,Winter,22.2,55.9
Wheat,Well-drained soil,Winter,22.5,52.5
Wheat,Well-drained soil,Winter,21.4,58.3
Wheat,Well-drained soil,Winter,23.3,54
Wheat,Well-drained soil,Winter,23.6,57
Wheat,Well-drained soil,Winter,22.3,53.3
Wheat,Well-drained soil,Winter,22.3,51.2
Wheat,Well-drained soil,Winter,22.9,50.1
Wheat,Well-drained soil,Winter,23.9,58.3
Wheat,Well-drained soil,Winter,22.3,53.9
Wheat,Well-drained soil,Winter,23.2,51.5
Wheat,Well-drained soil,Winter,23.6,58.1
Wheat,Well-drained soil,Winter,21.3,53
Wheat,Well-drained soil,Winter,23.7,52.1
Wheat,Well-drained soil,Winter,24,51.3
Wheat,Well-drained soil,Winter,21.6,55.4
Wheat,Well-drained soil,Winter,21.9,50
Wheat,Well-drained soil,Winter,23,53
Wheat,Well-drained soil,Winter,22.8,56.5
Wheat,Well-drained soil,Winter,21.8,52.3
Wheat,Well-drained soil,Winter,22.9,57.8
Wheat,Well-drained soil,Winter,21.3,58.4
Wheat,Well-drained soil,Winter,22.4,51.4
Wheat,Well-drained soil,Winter,23.9,59.8
Wheat,Well-drained soil,Winter,23.2,54.2
Wheat,Well-drained soil,Winter,22.1,51.9
Wheat,Well-drained soil,Winter,21.2,57.3
Wheat,Well-drained soil,Winter,22.2,56.6
Wheat,Well-drained soil,Winter,22.3,56.5
Wheat,Well-drained soil,Winter,21,50
Wheat,Well-drained soil,Winter,23.9,55.2
Wheat,Well-drained soil,Winter,22.9,50.8
Wheat,Well-drained soil,Winter,23.4,59.3
Wheat,Well-drained soil,Winter,21.1,56.5
Wheat,Well-drained soil,Winter,22.8,56.1
Wheat,Well-drained soil,Winter,23.1,50.4
Wheat,Well-drained soil,Winter,22.2,52.7
Wheat,Well-drained soil,Winter,22.3,52.6
Wheat,Well-drained soil,Winter,21.3,58.5
Wheat,Well-drained soil,Winter,23.2,58.5
Wheat,Well-drained soil,Winter,21.6,55.5
Wheat,Well-drained soil,Winter,22.4,58.9
Wheat,Well-drained soil,Winter,23,51.2
Wheat,Well-drained soil,Winter,23.9,51.8
Wheat,Well-drained soil,Winter,21.2,52.9
Wheat,Well-drained soil,Winter,22.8,52.6
Wheat,Well-drained soil,Winter,23.1,53.5
Wheat,Well-drained soil,Winter,22.9,58.9
Wheat,Well-drained soil,Winter,22.1,59.2
Wheat,Well-drained soil,Winter,22.8,57
Wheat,Well-drained soil,Winter,21,56.9
Wheat,Well-drained soil,Winter,23,52.7
Wheat,Well-drained soil,Winter,23.6,57.3
Wheat,Well-drained soil,Winter,23.1,57.8
Wheat,Well-drained soil,Winter,21.3,50.7
Wheat,Well-drained soil,Winter,22.6,57.8
Wheat,Well-drained soil,Winter,23.7,56.8
Wheat,Well-drained soil,Winter,21.4,53.7
Wheat,Well-drained soil,Winter,22.5,52.7
Wheat,Well-drained soil,Winter,23.3,51.4
Wheat,Well-drained soil,Winter,21.6,59.6
Wheat,Well-drained soil,Winter,21.7,50.9
Wheat,Well-drained soil,Winter,23.5,51
Wheat,Well-drained soil,Winter,21.9,53.3
Wheat,Well-drained soil,Winter,21.7,51.2
Wheat,Well-drained soil,Winter,23.2,50.2
Wheat,Well-drained soil,Winter,21.1,59.8
Wheat,Well-drained soil,Winter,22.5,57.5
Wheat,Well-drained soil,Winter,23,59
Wheat,Well-drained soil,Winter,23.8,51.2
Wheat,Well-drained soil,Winter,21.2,50.7
Wheat,Well-drained soil,Winter,23.9,56.5
Wheat,Well-drained soil,Winter,22.6,57.5
Wheat,Well-drained soil,Winter,22.9,56
Wheat,Well-drained soil,Winter,23.8,57.4
Wheat,Well-drained soil,Winter,21,54.8
Wheat,Well-drained soil,Winter,23.8,54.5
Wheat,Well-drained soil,Winter,23.4,54.3
Wheat,Well-drained soil,Winter,22.8,53.5
Wheat,Well-drained soil,Winter,23.1,58
Wheat,Well-drained soil,Winter,23,58
Wheat,Well-drained soil,Winter,23.1,59
Wheat,Well-drained soil,Winter,21.8,58.2
Wheat,Well-drained soil,Winter,21.5,53.2
Wheat,Well-drained soil,Winter,22.7,56.7
Wheat,Well-drained soil,Winter,21.9,53.6
Wheat,Well-drained soil,Winter,22.9,55.5
Wheat,Well-drained soil,Winter,21.5,58.7
Wheat,Well-drained soil,Winter,23.7,51.3
Wheat,Well-drained soil,Winter,22.5,51.3
Wheat,Well-drained soil,Winter,22.8,54.2
Wheat,Well-drained soil,Winter,21,54.4
Wheat,Well-drained soil,Winter,22.1,54
Wheat,Well-drained soil,Winter,22.3,53.1
Wheat,Well-drained soil,Winter,22,56.4
Wheat,Well-drained soil,Winter,22.1,57.5
Maize,Red soil,Rainy,24,65.5
Maize,Red soil,Rainy,24.2,76.4
Maize,Red soil,Rainy,20.9,60.9
Maize,Red soil,Rainy,19.4,73.8
Maize,Red soil,Rainy,24.9,78.9
Maize,Red soil,Rainy,25.5,79.1
Maize,Red soil,Rainy,24,65.4
Maize,Red soil,Rainy,23.6,83.4
Maize,Red soil,Rainy,26.1,69.9
Maize,Red soil,Rainy,24,64.9
Maize,Red soil,Rainy,25,63
Maize,Red soil,Rainy,21.3,76.5
Maize,Red soil,Rainy,18.4,61.3
Maize,Red soil,Rainy,25.3,83.8
Maize,Red soil,Rainy,18.8,71.2
Maize,Red soil,Rainy,24.9,68.5
Maize,Red soil,Rainy,19.3,60.6
Maize,Red soil,Rainy,23.4,74.7
Maize,Red soil,Rainy,21.6,73.6
Maize,Red soil,Rainy,22.2,83
Maize,Red soil,Rainy,21.7,62.5
Maize,Red soil,Rainy,22.4,81
Maize,Red soil,Rainy,25,65
Maize,Red soil,Rainy,25.3,66.5
Maize,Red soil,Rainy,23,61.5
Maize,Red soil,Rainy,24.3,77.5
Maize,Red soil,Rainy,26.1,65.7
Maize,Red soil,Rainy,26.2,75.5
Maize,Red soil,Rainy,20.1,63.8
Maize,Red soil,Rainy,18.5,74.1
Maize,Red soil,Rainy,19.1,66.1
Maize,Red soil,Rainy,23,62.5
Maize,Red soil,Rainy,18.8,72.1
Maize,Red soil,Rainy,18.8,79
Maize,Red soil,Rainy,24.1,77
Maize,Red soil,Rainy,22.8,77.9
Maize,Red soil,Rainy,26.9,64
Maize,Red soil,Rainy,19.9,81.3
Maize,Red soil,Rainy,26.2,82
Maize,Red soil,Rainy,26.1,79.5
Maize,Red soil,Rainy,18.9,73.9
Maize,Red soil,Rainy,24,63.5
Maize,Red soil,Rainy,19.5,67.5
Maize,Red soil,Rainy,21.7,72.6
Maize,Red soil,Rainy,19.6,81.7
Maize,Red soil,Rainy,23,83.2
Maize,Red soil,Rainy,24.3,80.6
Maize,Red soil,Rainy,18.1,83.5
Maize,Red soil,Rainy,22,81.6
Maize,Red soil,Rainy,25.5,80.3
Maize,Red soil,Rainy,23.5,72.6
Maize,Red soil,Rainy,19.8,73.7
Maize,Red soil,Rainy,24.2,76.5
Maize,Red soil,Rainy,21.1,76.9
Maize,Red soil,Rainy,19.9,73.8
Maize,Red soil,Rainy,24.3,60.3
Maize,Red soil,Rainy,25.9,72.4
Maize,Red soil,Rainy,22.3,78.2
Maize,Red soil,Rainy,22.3,69.1
Maize,Red soil,Rainy,25.3,62.5
Maize,Red soil,Rainy,21.6,70.9
Maize,Red soil,Rainy,26.9,84
Maize,Red soil,Rainy,19.7,74.4
Maize,Red soil,Rainy,25.8,78.1
Maize,Red soil,Rainy,25.4,77.8
Maize,Red soil,Rainy,20.1,61.3
Maize,Red soil,Rainy,19.7,71
Maize,Red soil,Rainy,26.8,83.5
Maize,Red soil,Rainy,23,69.5
Maize,Red soil,Rainy,22.8,78.1
Maize,Red soil,Rainy,22.1,76.1
Maize,Red soil,Rainy,23.3,73.7
Maize,Red soil,Rainy,22.1,72
Maize,Red soil,Rainy,25.6,78.8
Maize,Red soil,Rainy,24.1,80.9
Maize,Red soil,Rainy,22.8,77.6
Maize,Red soil,Rainy,19.6,81.5
Maize,Red soil,Rainy,18.8,84.5
Maize,Red soil,Rainy,23.6,77.1
Maize,Red soil,Rainy,22.2,71.5
Maize,Red soil,Rainy,19.9,68.8
Maize,Red soil,Rainy,21.9,79.3
Maize,Red soil,Rainy,25.5,82.6
Maize,Red soil,Rainy,19.7,71.6
Maize,Red soil,Rainy,24.5,65
Maize,Red soil,Rainy,22.1,82
Maize,Red soil,Rainy,20.7,77.1
Maize,Red soil,Rainy,20.1,61.4
Maize,Red soil,Rainy,23,72.5
Maize,Red soil,Rainy,23.2,60.4
Maize,Red soil,Rainy,25.5,78.8
Maize,Red soil,Rainy,18.7,76.6
Maize,Red soil,Rainy,22,66.6
Maize,Red soil,Rainy,26.1,69.6
Maize,Red soil,Rainy,25.6,62.1
Maize,Red soil,Rainy,20.4,72.3
Maize,Red soil,Rainy,19.3,82.9
Maize,Red soil,Rainy,24,77.7
Maize,Red soil,Rainy,25.8,82.5
Maize,Red soil,Rainy,25,63.4
Maize,Red soil,Rainy,19.7,70.8
Maize,Red soil,Rainy,24.4,60.9
Maize,Red soil,Rainy,23.3,60.8
Maize,Red soil,Rainy,22.7,71.5
Maize,Red soil,Rainy,24.9,73.7
Maize,Red soil,Rainy,26,77.4
Maize,Red soil,Rainy,23,81.4
Maize,Red soil,Rainy,23.1,72.9
Maize,Red soil,Rainy,22.5,67
Maize,Red soil,Rainy,20.8,71.7
Maize,Red soil,Rainy,24.3,77.7
Maize,Red soil,Rainy,26.3,62.4
Maize,Red soil,Rainy,26.1,61.6
Maize,Red soil,Rainy,25.2,74.2
Maize,Red soil,Rainy,25,82.7
Maize,Red soil,Rainy,20.4,65
Maize,Red soil,Rainy,25.3,69.4
Maize,Red soil,Rainy,25.9,67.1
Maize,Red soil,Rainy,24.6,66.6
Maize,Red soil,Rainy,23.1,84.6
Maize,Red soil,Rainy,19.3,62.9
Maize,Red soil,Rainy,21.7,79.4
Maize,Red soil,Rainy,18.4,81.4
Maize,Red soil,Rainy,20.2,67.8
Maize,Red soil,Rainy,24.1,84.1
Maize,Red soil,Rainy,21.3,84.3
Maize,Red soil,Rainy,18.1,75.4
Maize,Red soil,Rainy,24,63.6
Maize,Red soil,Rainy,19.3,66
Maize,Red soil,Rainy,19.8,76.3
Maize,Red soil,Rainy,24,83.5
Maize,Red soil,Rainy,19.3,72.3
Maize,Red soil,Rainy,23.2,73.3
Maize,Red soil,Rainy,26.9,80.8
Maize,Red soil,Rainy,26.5,74.5
Maize,Red soil,Rainy,22.9,77
Maize,Red soil,Rainy,21.6,72.8
Maize,Red soil,Rainy,26.8,78.6
Maize,Red soil,Rainy,22.9,80.6
Maize,Red soil,Rainy,24.2,84.1
Maize,Red soil,Rainy,22.1,80.4
Maize,Red soil,Rainy,25.9,73.1
Maize,Red soil,Rainy,24.9,77.8
Maize,Red soil,Rainy,25.5,66.2
Maize,Red soil,Rainy,21.3,68.1
Maize,Red soil,Rainy,23.1,80.9
Maize,Red soil,Rainy,24.3,65.3
Maize,Red soil,Rainy,23.6,75.8
Maize,Red soil,Rainy,21.5,79.4
Maize,Red soil,Rainy,18,63
Maize,Red soil,Rainy,21.4,72.6
Maize,Red soil,Rainy,23.4,62.7
Maize,Red soil,Rainy,19.3,66.6
Maize,Red soil,Rainy,20.8,66.6
Maize,Red soil,Rainy,23.8,68.4
Maize,Red soil,Rainy,21.4,80.7
Maize,Red soil,Rainy,20.1,84.8
Maize,Red soil,Rainy,21,76.3
Maize,Red soil,Rainy,21.3,69.6
Maize,Red soil,Rainy,26.4,66.4
Maize,Red soil,Rainy,24.8,66
Maize,Red soil,Rainy,26.3,73.3
Maize,Red soil,Rainy,22.3,64.1
Maize,Red soil,Rainy,23.9,82.3
Maize,Red soil,Rainy,23.8,84.8
Maize,Red soil,Rainy,26.9,83.9
Maize,Red soil,Rainy,25.4,75.4
Maize,Red soil,Rainy,23,70.9
Maize,Red soil,Rainy,20.7,77.8
Maize,Red soil,Rainy,22.3,69.7
Maize,Red soil,Rainy,21.8,79.3
Maize,Red soil,Rainy,23.4,65.6
Maize,Red soil,Rainy,21.6,66.2
Maize,Red soil,Rainy,26.1,84.3
Maize,Red soil,Rainy,22.5,65.1
Maize,Red soil,Rainy,23.6,67.1
Maize,Red soil,Rainy,22.8,80.4
Maize,Red soil,Rainy,19.6,76.1
Maize,Red soil,Rainy,25,68.3
Maize,Red soil,Rainy,23.3,82.6
Maize,Red soil,Rainy,26.9,79.4
Maize,Red soil,Rainy,20,65.1
Maize,Red soil,Rainy,18.7,62.6
Maize,Red soil,Rainy,21.2,68.4
Maize,Red soil,Rainy,18.9,65.7
Maize,Red soil,Rainy,24.2,60.3
Maize,Red soil,Rainy,24.2,82.9
Maize,Red soil,Rainy,21.5,76.2
Maize,Red soil,Rainy,24.3,60
Maize,Red soil,Rainy,25.3,73.1
Maize,Red soil,Rainy,19.9,63
Maize,Red soil,Rainy,22.8,75
Maize,Red soil,Rainy,22.2,76.4
Maize,Red soil,Rainy,21.6,82.9
Maize,Red soil,Rainy,24.2,72.8
Maize,Red soil,Rainy,24.9,70.6
Maize,Red soil,Rainy,22.8,67.9
Maize,Red soil,Rainy,18.6,81.4
Maize,Red soil,Rainy,19.1,66.5
Maize,Red soil,Rainy,26.4,68.8
Maize,Red soil,Rainy,23.7,70.5
Maize,Red soil,Rainy,18.8,77.6
Maize,Red soil,Rainy,23.1,77.9
Maize,Red soil,Rainy,19.7,66.3
Maize,Red soil,Rainy,20.8,70.4
Maize,Red soil,Rainy,26.3,69.4
Maize,Red soil,Rainy,24.2,63.3
Maize,Red soil,Rainy,24,81.3
Maize,Red soil,Rainy,19.3,66.9
Maize,Red soil,Rainy,26,61.4
Maize,Red soil,Rainy,19.3,74.4
Maize,Red soil,Rainy,23.4,83.7
Maize,Red soil,Rainy,23.4,65.8
Maize,Red soil,Rainy,21,72.6
Maize,Red soil,Rainy,26.1,65.4
Maize,Red soil,Rainy,23.5,72.7
Maize,Red soil,Rainy,22.9,67.6
Maize,Red soil,Rainy,26.4,78.7
Maize,Red soil,Rainy,27,78.9
Maize,Red soil,Rainy,21.6,60.1
Maize,Red soil,Rainy,19.4,62
Maize,Red soil,Rainy,20.2,61.3
Maize,Red soil,Rainy,19.5,72.8
Maize,Red soil,Rainy,25.5,82.1
Maize,Red soil,Rainy,24.6,63.2
Maize,Red soil,Rainy,24,80.6
Maize,Red soil,Rainy,18.6,68.7
Maize,Red soil,Rainy,24.3,74.6
Maize,Red soil,Rainy,22.2,61.2
